,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
59267,192.168.10.3-192.168.10.5-53-55593-17,192.168.10.5,55593,192.168.10.3,53,17,4/7/2017 9:43,54815,2,2,70,264.0,35,35,35.0,0.0,132,132,132.0,0.0,6093.222658,72.97272644,18271.66667,31603.29572,54764.0,3.0,48.0,48.0,0.0,48.0,48.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,36.48636322,36.48636322,35,132,73.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,92.25,35.0,132.0,40,0,0,0,0,0,0,2,70,2,264,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
319716,192.168.10.3-192.168.10.17-53-36871-17,192.168.10.17,36871,192.168.10.3,53,17,4/7/2017 4:41,204,2,2,82,114.0,41,41,41.0,0.0,57,57,57.0,0.0,960784.3137,19607.84314,68.0,111.718396,197.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,9803.921569,9803.921569,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
439652,192.168.10.3-192.168.10.16-53-28512-17,192.168.10.16,28512,192.168.10.3,53,17,4/7/2017 2:43,101,2,2,76,226.0,38,38,38.0,0.0,113,113,113.0,0.0,2990099.01,39603.9604,33.66666667,54.00308633,96.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,80,80,19801.9802,19801.9802,38,113,68.0,41.07919181,1687.5,0,0,0,0,0,0,0,0,1,85.0,38.0,113.0,80,0,0,0,0,0,0,2,76,2,226,-1,-1,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
406758,192.168.10.3-192.168.10.8-53-54709-17,192.168.10.8,54709,192.168.10.3,53,17,4/7/2017 2:23,154,2,2,70,102.0,35,35,35.0,0.0,51,51,51.0,0.0,1116883.117,25974.02597,51.33333333,82.85127237,147.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,12987.01299,12987.01299,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
364570,192.168.10.3-192.168.10.51-53-15500-17,192.168.10.51,15500,192.168.10.3,53,17,4/7/2017 1:57,150,2,2,70,166.0,35,35,35.0,0.0,83,83,83.0,0.0,1573333.333,26666.66667,50.0,80.54191455,143.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,13333.33333,13333.33333,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35.0,83.0,64,0,0,0,0,0,0,2,70,2,166,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
346717,192.168.10.16-23.50.75.27-47488-80-6,23.50.75.27,80,192.168.10.16,47488,6,4/7/2017 2:46,27,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,74074.07407,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,37037.03704,37037.03704,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1006,350,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
381760,192.168.10.3-192.168.10.9-53-58960-17,192.168.10.9,58960,192.168.10.3,53,17,4/7/2017 4:28,187,2,2,74,298.0,37,37,37.0,0.0,149,149,149.0,0.0,1989304.813,21390.37433,62.33333333,101.9035492,180.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,10695.18717,10695.18717,37,149,81.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,102.25,37.0,149.0,64,0,0,0,0,0,0,2,74,2,298,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
310169,192.168.10.3-192.168.10.14-53-53888-17,192.168.10.14,53888,192.168.10.3,53,17,4/7/2017 10:09,61663,2,2,90,228.0,45,45,45.0,0.0,114,114,114.0,0.0,5157.063393,64.86872192,20554.33333,35594.22145,61655.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,32.43436096,32.43436096,45,114,72.6,37.79285647,1428.3,0,0,0,0,0,0,0,0,1,90.75,45.0,114.0,40,0,0,0,0,0,0,2,90,2,228,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
426245,192.168.10.3-192.168.10.51-53-1944-17,192.168.10.51,1944,192.168.10.3,53,17,4/7/2017 4:44,211,2,2,74,154.0,37,37,37.0,0.0,77,77,77.0,0.0,1080568.72,18957.34597,70.33333333,115.7598088,204.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,9478.672986,9478.672986,37,77,53.0,21.9089023,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,64,0,0,0,0,0,0,2,74,2,154,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
67250,192.168.10.3-192.168.10.9-53-51598-17,192.168.10.9,51598,192.168.10.3,53,17,4/7/2017 9:01,163,2,2,88,120.0,44,44,44.0,0.0,60,60,60.0,0.0,1276073.62,24539.8773,54.33333333,88.04733575,156.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,12269.93865,12269.93865,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,40,0,0,0,0,0,0,2,88,2,120,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
131146,192.168.10.25-52.84.145.70-54799-443-6,192.168.10.25,54799,52.84.145.70,443,6,4/7/2017 12:52,186704,38,105,871,165459.0,389,0,22.92105263,77.28864172,4344,0,1575.8,621.0835352,890875.3963,765.9182449,1314.816901,4250.05276,23616.0,3.0,186704.0,5046.054054,7790.304455,25545.0,3.0,156881.0,1508.471154,5522.234694,42073.0,47.0,0,0,0,0,1228,3368,203.5307224,562.3875225,0,4344,1155.069444,872.9262391,762000.2189,0,0,0,1,0,0,0,0,2,1163.146853,22.92105263,1575.8,1228,0,0,0,0,0,0,38,871,105,165459,65535,122,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
370400,192.168.10.3-192.168.10.15-53-61116-17,192.168.10.15,61116,192.168.10.3,53,17,4/7/2017 3:46,30953,2,2,62,244.0,31,31,31.0,0.0,122,122,122.0,0.0,9885.956127,129.2281847,10317.66667,17787.58444,30857.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,40,40,64.61409233,64.61409233,31,122,67.4,49.84275273,2484.3,0,0,0,0,0,0,0,0,1,84.25,31.0,122.0,40,0,0,0,0,0,0,2,62,2,244,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
340217,192.168.10.3-192.168.10.5-53-51117-17,192.168.10.5,51117,192.168.10.3,53,17,4/7/2017 3:18,92083,2,2,96,612.0,48,48,48.0,0.0,306,306,306.0,0.0,7688.715615,43.43907127,30694.33333,53158.94869,92077.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,64,21.71953564,21.71953564,48,306,151.2,141.3124198,19969.2,0,0,0,0,0,0,0,0,1,189.0,48.0,306.0,40,0,0,0,0,0,0,2,96,2,612,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
49033,192.168.10.3-192.168.10.5-53-52624-17,192.168.10.5,52624,192.168.10.3,53,17,4/7/2017 9:43,254,2,2,132,228.0,66,66,66.0,0.0,114,114,114.0,0.0,1417322.835,15748.0315,84.66666667,62.64449963,157.0,48.0,48.0,48.0,0.0,48.0,48.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,40,40,7874.015748,7874.015748,66,114,85.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,106.5,66.0,114.0,40,0,0,0,0,0,0,2,132,2,228,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
