,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
437667,192.168.10.3-192.168.10.16-53-38499-17,192.168.10.16,38499,192.168.10.3,53,17,4/7/2017 11:29,23730,2,2,80,112.0,40,40,40.0,0.0,56,56,56.0,0.0,8091.02402,168.5630004,7910.0,13695.32574,23724.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,84.28150021,84.28150021,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
112794,192.168.10.3-192.168.10.8-53-57409-17,192.168.10.8,57409,192.168.10.3,53,17,4/7/2017 9:42,30935,2,2,74,200.0,37,37,37.0,0.0,100,100,100.0,0.0,8857.281396,129.3033781,10311.66667,17854.26841,30928.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,64.65168903,64.65168903,37,100,62.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,77.75,37.0,100.0,64,0,0,0,0,0,0,2,74,2,200,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
135708,192.168.10.25-52.84.145.207-55176-443-6,192.168.10.25,55176,52.84.145.207,443,6,4/7/2017 1:09,174595,17,27,887,39350.0,405,0,52.17647059,113.8553003,2896,0,1457.407407,795.468428,230459.0624,252.0117987,4060.348837,8652.617487,32682.0,2.0,174595.0,10912.1875,12031.11825,32682.0,2.0,106918.0,4112.230769,10729.66754,44896.0,49.0,0,0,0,0,556,872,97.36819497,154.6436038,0,2896,894.1555556,930.2559998,865376.2253,0,0,0,1,0,0,0,0,1,914.4772727,52.17647059,1457.407407,556,0,0,0,0,0,0,17,887,27,39350,65535,122,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
403507,192.168.10.3-192.168.10.25-53-59226-17,192.168.10.25,59226,192.168.10.3,53,17,4/7/2017 3:00,123160,2,2,68,326.0,34,34,34.0,0.0,163,163,163.0,0.0,3199.090614,32.4780773,41053.33333,71062.29542,123109.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,64,64,16.23903865,16.23903865,34,163,85.6,70.65620992,4992.3,0,0,0,0,0,0,0,0,1,107.0,34.0,163.0,64,0,0,0,0,0,0,2,68,2,326,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
434296,192.168.10.3-192.168.10.17-53-51798-17,192.168.10.17,51798,192.168.10.3,53,17,4/7/2017 3:19,291371,2,2,58,236.0,29,29,29.0,0.0,118,118,118.0,0.0,1009.022861,13.72820219,97123.66667,168217.0631,291364.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,6.864101094,6.864101094,29,118,64.6,48.74730762,2376.3,0,0,0,0,0,0,0,0,1,80.75,29.0,118.0,64,0,0,0,0,0,0,2,58,2,236,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
355604,172.16.0.1-192.168.10.50-52968-21-6,192.168.10.50,21,172.16.0.1,52968,6,4/7/2017 9:25,49,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,40816.32653,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
114709,192.168.10.15-192.168.10.50-54248-21667-6,192.168.10.15,54248,192.168.10.50,21667,6,4/7/2017 11:47,154,1,3,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25974.02597,51.33333333,42.71221527,87.0,4.0,0.0,0.0,0.0,0.0,0.0,67.0,33.5,41.71930009,63.0,4.0,0,0,0,0,20,60,6493.506494,19480.51948,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,3,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,3,0,256,389,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
63429,172.16.0.1-192.168.10.50-52742-21-6,172.16.0.1,52742,192.168.10.50,21,6,4/7/2017 9:24,19,2,0,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,736842.1053,105263.1579,19.0,0.0,19.0,19.0,19.0,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,105263.1579,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
364601,192.168.10.3-192.168.10.5-53-51750-17,192.168.10.5,51750,192.168.10.3,53,17,4/7/2017 2:59,170,2,2,70,102.0,35,35,35.0,0.0,51,51,51.0,0.0,1011764.706,23529.41176,56.66666667,57.882064,118.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,40,40,11764.70588,11764.70588,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
437665,192.168.10.3-192.168.10.9-53-52188-17,192.168.10.9,52188,192.168.10.3,53,17,4/7/2017 1:57,144,2,2,86,118.0,43,43,43.0,0.0,59,59,59.0,0.0,1416666.667,27777.77778,48.0,77.07788269,137.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,13888.88889,13888.88889,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43.0,59.0,40,0,0,0,0,0,0,2,86,2,118,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
